42.4699443576,20.4303216934,SMALL,PLASTIC,https://farm8.staticflickr.com/7623/16679760479_f964d088a6_z.jpg
42.4698652182,20.4302144051,MEDIUM,"PLASTIC,GLASS",https://farm8.staticflickr.com/7628/16658587417_fdce3c44ed_z.jpg
42.4697860788,20.430085659,LARGE,"PLASTIC,GLASS",https://farm8.staticflickr.com/7642/16865881385_623bf525f1_z.jpg
42.4700868081,20.4296565056,SMALL,CONSTRUCTION,https://farm9.staticflickr.com/8629/16865878675_74039889cf_z.jpg
42.4700868081,20.4296135902,SMALL,PLASTIC,https://farm8.staticflickr.com/7631/16243576314_cbe72243c6_z.jpg
42.4699918411,20.4294848442,MEDIUM,PLASTIC,https://farm9.staticflickr.com/8702/16243502024_985ee415be_z.jpg
42.4699760133,20.4293346405,MEDIUM,PLASTIC,https://farm9.staticflickr.com/8695/16840000366_8510562627_z.jpg
42.469896874,20.4291844368,MEDIUM,"PLASTIC,GLASS",https://farm8.staticflickr.com/7646/16865861915_0b63d85648_z.jpg
42.4694536921,20.4293346405,LARGE,"PLASTIC, GLASS",https://farm9.staticflickr.com/8562/16243561364_3381af6b04_z.jpg
42.469263756,20.428712368,SMALL,CONSTRUCTION,https://farm8.staticflickr.com/7648/16839987616_c0d4a693c1_z.jpg
42.469501176,20.4280686378,MEDIUM,"PLASTIC,GLASS",https://farm8.staticflickr.com/7585/16864686342_9cf72db0a3_z.jpg
42.4693587241,20.4278111458,MEDIUM,CONSTRUCTION,https://farm8.staticflickr.com/7647/16243478714_6b063f4b42_z.jpg
42.469295412,20.4275751114,MEDIUM,"CONSTRUCTION,PLASTIC",https://farm9.staticflickr.com/8728/16243474904_11b5c9ae03_z.jpg
42.4691213036,20.4281115532,SMALL,"PLASTIC,CONSTRUCTION,GLASS",https://farm9.staticflickr.com/8576/16839973336_a89c3ece38_z.jpg
42.4689313665,20.4277467728,MEDIUM,CONSTRUCTION,https://farm8.staticflickr.com/7285/16658537297_0372ec1c10_z.jpg
42.4691846158,20.4272532463,MEDIUM,"PLASTIC,GLASS",https://farm9.staticflickr.com/8627/16864668882_5be1b790da_z.jpg
42.4687730851,20.4273176193,LARGE,"PLASTIC,GLASS",https://farm9.staticflickr.com/8586/16678434300_0fc5b0a6dc_z.jpg
42.4685040059,20.4266738892,LARGE,"PLASTIC,GLASS",https://farm8.staticflickr.com/7585/16678430040_9fa4490d7a_z.jpg
42.4688363977,20.4262876511,SMALL,PLASTIC,https://farm8.staticflickr.com/7595/16865818465_2737b8cdb4_z.jpg
42.4686781161,20.4258799553,MEDIUM,CONSTRUCTION,https://farm8.staticflickr.com/7627/16865814435_afcb495688_z.jpg
42.468203269,20.426030159,MEDIUM,CONSTRUCTION,https://farm8.staticflickr.com/7652/16243445084_a38159f736_z.jpg
42.4680608142,20.4256224632,LARGE,"CONSTRUCTION,PLASTIC",https://farm9.staticflickr.com/8617/16678190888_69c01ff710_z.jpg
42.4674435061,20.4243350029,LARGE,"CONSTRUCTION,GLASS,PLASTIC",https://farm8.staticflickr.com/7288/16864783331_918f626e89_z.jpg
42.4667470487,20.424849987,MEDIUM,ORGANIC,https://farm8.staticflickr.com/7622/16658504547_144a9266d9_z.jpg
42.4664779608,20.4239702225,MEDIUM,"CONSTRUCTION,PLASTIC",https://farm9.staticflickr.com/8729/16245833683_e2dac7a44b_z.jpg
42.4652591364,20.4234552383,MEDIUM,CONSTRUCTION,https://farm8.staticflickr.com/7655/16864631742_e8207e521e_z.jpg
42.4657340058,20.4223394394,MEDIUM,PLASTIC,https://farm8.staticflickr.com/7592/16243421374_b468854399_z.jpg
42.4654807426,20.4219532013,MEDIUM,PLASTIC,https://farm8.staticflickr.com/7584/16243414684_2ffc42a353_z.jpg
42.4650058712,20.420923233,MEDIUM,CONSTRUCTION,https://farm9.staticflickr.com/8606/16245810853_11bf194427_z.jpg
42.4643727037,20.4213094711,MEDIUM,CONSTRUCTION,https://farm9.staticflickr.com/8673/16243402274_478ede9c54_z.jpg
